21944;15805;0.0001842512913475304
15888;15805;0.0011274532314057503
15888;15811;0.0009101491914772341
15888;15868;0.0008130456228811772
15888;15876;0.0008263928720294139
15888;15898;0.0011153444557747193
15892;15808;0.0005459676783631743
15892;15811;0.0006039578121725461
15892;15876;0.002268717521691683
15809;15808;0.0005762387327190548
15809;15811;0.0003668889523296932
15809;15855;0.0014575897970630996
15809;15865;0.0015836661914967022
15809;15876;0.0013602261971190702
15808;15809;0.0005762387327190548
15808;15855;0.001197557915643691
15808;15892;0.0005459676783631743
15811;15809;0.0003668889523296932
15811;15888;0.0009101491914772341
15876;15809;0.0013602261971190702
15876;15888;0.0008263928720294139
15876;15892;0.002268717521691683
15819;15813;0.0036066127151891253
15819;15818;0.0014743217394588817
15819;15834;0.002917991471339353
15819;15855;0.0042167553025096284
15819;15881;0.0019218642253794576
15819;15882;0.0029560486017792126
15819;15896;0.0022221095344230023
15830;15813;0.000688689681530012
15830;15827;0.0009449045525862518
15830;15845;0.0006241240145493598
15825;15813;0.0008872074189788283
15825;15827;0.00041909900726760295
15855;15819;0.0042167553025096284
15855;15841;0.0035364029699967527
15855;15842;0.0026393574179943177
15855;15871;0.001182600059290073
15855;15880;0.0027210903138383553
15855;15885;0.0016240129868835237
15818;15819;0.0014743217394588817
15881;15819;0.0019218642253794576
15834;15819;0.002917991471339353
15834;15845;0.0016031305657906259
15813;15819;0.0036066127151891253
15827;15825;0.00041909900726760295
15827;15830;0.0009449045525862518
15845;15830;0.0006241240145493598
15845;15834;0.0016031305657906259
15845;15849;0.004849401756681815
15898;15834;0.00631209137295711
15898;15849;0.0029601804239996984
15898;15871;0.0008909247412887753
15898;15876;0.0003356121063379193
15898;15884;0.0006488477171996014
15898;15888;0.0011153444557747193
15849;15841;0.0005813442652388837
15849;15845;0.004849401756681815
15849;15852;0.002217602628875315
15852;15842;0.0012766155336392069
15852;15849;0.002217602628875315
15852;15884;0.0006264760957318643
15852;15897;0.000422060520689943
15842;15855;0.0026393574179943177
15842;15885;0.0010843580880936959
15885;15842;0.0010843580880936959
15885;15855;0.0016240129868835237
15885;15865;0.0009146614937073913
15885;15897;0.00027522188234254725
15868;15852;0.0010211370118732865
15868;15871;0.000458708343330385
15868;15883;0.0006637921684071881
15868;15888;0.0008130456228811772
15871;15855;0.001182600059290073
15871;15865;0.00014195947770526834
15871;15868;0.000458708343330385
15871;15898;0.0008909247412887753
15880;15855;0.0027210903138383553
15841;15855;0.0035364029699967527
15805;15865;0.0011405884959923885
15805;15888;0.0011274532314057503
15883;15868;0.0006637921684071881
15883;15885;0.0005708677003404995
15865;15871;0.00014195947770526834
15865;15883;0.0003520014623926011
15884;15898;0.0006488477171996014
15832;15830;0.004649074047438696
15833;15832;0.0011242987482424198
15838;15834;0.0026092240294008128
15850;15849;0.003185844956160953
19365;15898;0.0065480032936527715
19216;19365;0.005461168910876896
19280;19216;0.006036892282089277
19301;19280;0.0054247815502579235
19315;19301;0.002598917851863378
19300;19315;0.0014430433206613896
19407;19300;0.001761966072600276
19257;19407;0.009763220793519909
19293;19257;0.003734690724362227
19310;19293;0.013749664594453448
19295;19310;0.006758293471069943
19371;19295;0.0033966254024507606
19390;19371;0.007870090373678949
19278;19390;0.002376630692481293
21844;19278;0.0017754928611516893
21957;21844;0.007559982986070084
21911;21957;0.0026723154200986024
21938;21911;0.004252995080141994
21966;21938;0.0026048448559594204
21967;21966;0.0014518957521882593
21944;21967;0.003487898216423419
21925;21944;0.0015146498931505195
21927;21925;0.003474067099069823
21949;21927;0.007424848914003242
